"title","length","budget","rating","mpaa"
"Frankenstein",123,45000000,6,"R"
"Frankenstein - 1970",83,110000,3.9,"Missing"
"Frankenstein Meets the Spacemonster",79,60000,2.5,"Missing"
"Frankenstein's Daughter",85,60000,3.8,"Missing"
"Frankie and Johnny",87,4500000,4.9,"Missing"
"Fratello sole, sorella luna",121,3000000,6.4,"Missing"
"Freaked",86,11000000,5.4,"Missing"
"Freaks",64,310607,7.7,"Missing"
"Freaky Friday",97,26000000,6.9,"PG"
"Freddy Got Fingered",87,15000000,3.5,"R"
"Freddy Vs. Jason",97,25000000,6.1,"R"
"Freddy's Dead: The Final Nightmare",93,5000000,4.3,"R"
"Free Money",91,30000000,4.7,"R"
"Free, White and 21",104,40000,1.9,"Missing"
"Freedom Downtime",121,25000,8,"Missing"
"Freeway",102,3000000,6.5,"R"
"Freeway II: Confessions of a Trickbaby",90,2000000,4.6,"R"
"Freeze Frame",99,2000000,5.8,"R"
"Frei parken",7,2000,5.8,"Missing"
"Freighters of Destiny",57,39000,5.9,"Missing"
"French Connection, The",104,1800000,7.8,"Missing"
"French Quarter Undercover",84,2500000,4,"Missing"
"Frenzy",116,3500000,7.3,"Missing"
"Frequency",118,31000000,7.4,"PG-13"
"Freud",139,4000000,6.4,"Missing"
"Freud and Darwin Sitting in a Tree",27,17000,8.3,"Missing"
"Frida",123,12000000,7.5,"R"
"Friday",91,3500000,6.7,"R"
"Friday After Next",85,20000000,4.9,"R"
"Friday Night Lights",117,30000000,7,"PG-13"
"Friday the 13th",95,700000,5.8,"Missing"
"Friday the 13th Part 2",87,1000000,4.9,"Missing"
"Friday the 13th Part 3: 3D",91,4000000,4.3,"Missing"
"Friday the 13th Part VII: The New Blood",90,3500000,4.1,"Missing"
"Friday the 13th Part VIII: Jason Takes Manhattan",100,5000000,3.6,"Missing"
"Friday the 13th: The Final Chapter",90,1800000,4.6,"Missing"
"Friendly Persuasion",137,3000000,7.5,"Missing"
"Friends Like These",5,0,9,"Missing"
"Fright Night",106,9000000,6.5,"Missing"
"Frisco Jenny",71,286000,6.6,"Missing"
"Fritz the Cat",80,1000000,5.8,"Missing"
"From Beyond",85,4500000,6,"Missing"
"From Dusk Till Dawn",108,20000000,6.8,"R"
"From Hell",122,35000000,6.8,"R"
"From Here to Eternity",118,1650000,7.9,"Missing"
"From Justin to Kelly",90,12000000,1.7,"PG"
"From Russia with Love",115,2000000,7.3,"Missing"
"From the Drain",14,0,5.1,"Missing"
"Front Page, The",105,4000000,7,"Missing"
"Frostbite",83,2400000,2.8,"R"
"Frusta e il corpo, La",87,66500,6.7,"Missing"
"Fugitive, The",130,44000000,7.7,"Missing"
"Fukkatsu no hi",108,16000000,5.7,"Missing"
"Full Clip",95,500000,4.1,"R"
"Full Frontal",101,2000000,5,"R"
"Full Metal Jacket",116,30000000,8.2,"Missing"
"Full Monty, The",91,3500000,7.2,"R"
"Fun with Dick and Jane",95,3000000,6.2,"Missing"
"Funny Face",103,3000000,7.1,"Missing"
"Funny Girl",155,14100000,7,"Missing"
"Fury, The",118,5500000,6,"Missing"
"Future of Food, The",88,750000,9.4,"Missing"
"G.I. Jane",124,50000000,5.5,"Missing"
"G.O.R.A.",127,5000000,7.2,"Missing"
"Gabbianella e il gatto, La",75,6000000,6.8,"Missing"
"Gaily, Gaily",107,8000000,5.1,"Missing"
"Gal Young 'Un",105,94000,5.7,"Missing"
"Galaxy Quest",102,45000000,7.2,"PG"
"Galaxy of the Dinosaurs",65,1250,1.4,"Missing"
"Gallavants",100,5000000,8.1,"Missing"
"Gallopin' Gaucho, The",6,4249,6.2,"Missing"
"Game of Their Lives, The",101,20000000,6.4,"PG"
"Game, The",128,50000000,7.6,"R"
"Gamers, The",15,9000,7.1,"Missing"
"Gandhi",188,22000000,8,"Missing"
"Gangs of New York",166,97000000,7.3,"R"
"Gangster Story",65,75000,4.5,"Missing"
"Ganz und gar",95,1400000,8.2,"Missing"
"Garage Days",106,6000000,5.6,"R"
"Garden State",109,2500000,8.1,"R"
"Garden of Allah, The",79,2200000,6.2,"Missing"
"Garfield",80,50000000,4.8,"PG"
"Gathering, The",83,18000000,5.8,"Missing"
"Gattaca",101,36000000,7.6,"PG-13"
"Gatto a nove code, Il",115,1000000,6.3,"Missing"
"Gatto nel cervello, Un",93,100000,5.6,"R"
"Gauntlet, The",109,5500000,6,"Missing"
"Gay Divorcee, The",107,520000,7.6,"Missing"
"Gay by Dawn",9,8000,9,"Missing"
"General's Daughter, The",116,60000000,6.1,"R"
"Genghis Khan",120,50000000,7.9,"Missing"
"Gentleman's Agreement",118,2000000,7.4,"Missing"
"Gentlemen Prefer Blondes",75,352000,7.3,"Missing"
"George and the Dragon",93,32000000,5.5,"Missing"
"George of the Jungle",92,55000000,5.5,"PG"
"Georgy Girl",99,400000,7,"Missing"
"Geronimo: An American Legend",115,50000000,6.2,"Missing"
"Gerry",105,3500000,6,"R"
"Get Carter",104,40000000,4.7,"R"
"Get Over It",87,10000000,5.7,"PG-13"
"Get Shorty",105,30250000,7,"R"
"Get a Job",93,750000,2.3,"Missing"
"Get on the Bus",120,2400000,6.6,"R"
"Getaway, The",122,3352254,7.3,"Missing"
"Gettysburg",259,25000000,7.5,"Missing"
"Ghost",128,22000000,6.8,"Missing"
"Ghost Busters",107,30000000,7.5,"Missing"
"Ghost Ship",91,35000000,5.3,"R"
"Ghost Town",77,100000,4.5,"Missing"
"Ghost World",111,7000000,7.8,"R"
"Ghost and the Darkness, The",109,55000000,6.4,"R"
"Ghost of Slumber Mountain, The",19,3000,5.3,"Missing"
"Ghostbite",76,250000,3.8,"Missing"
"Ghosts of Mars",98,28000000,4.6,"R"
"Ghosts of Mississippi",130,36000000,6.4,"Missing"
"Ghosts of the Abyss",43,13000000,6.6,"PG"
"Ghoulies",82,1000000,3.2,"Missing"
"Ghouls, The",81,9000,6.1,"R"
"Giant",201,5400000,7.5,"Missing"
"Giant Gila Monster, The",74,138000,2.8,"Missing"
"Giant Spider Invasion, The",84,300000,2.3,"Missing"
"Giardini dell'Eden, I",95,4000000,6.8,"Missing"
"Gift, The",111,10000000,6.8,"R"
"Gigi",119,3319355,7,"Missing"
"Gigli",121,54000000,2.3,"R"
"Ginger Snaps",110,5000000,6.8,"Missing"
"Ginger Snaps: Unleashed",94,3500000,6.6,"R"
"Gingerbread Man, The",114,25000000,5.7,"R"
"Giovane Toscanini, Il",109,14000000,4.7,"Missing"
"Girl 6",108,12000000,5,"R"
"Girl Crazy",99,1140850,7,"Missing"
"Girl Missing",69,107000,6.1,"Missing"
"Girl Play",80,1000000,3.3,"Missing"
"Girl Wrestler",56,230000,8,"Missing"
"Girl from Missouri, The",70,511000,6.5,"Missing"
"Girl, Interrupted",127,24000000,7,"R"
"Give My Regards to Broad Street",108,9000000,4.1,"Missing"
"Give and Take, and Take",80,18000,7.1,"Missing"
"Gladiator",155,103000000,8,"R"
"Glenn Tilbrook: One for the Road",70,50000,7,"Missing"
"Glitter",104,22000000,2.1,"PG-13"
"Global Heresy",106,12000000,5.7,"R"
"Gloria",108,30000000,4.9,"R"
"Glory",122,18000000,8.1,"Missing"
"Glove, The",11,4500,7.2,"Missing"
"Gmar Gavi'a",105,800000,7.5,"Missing"
"Go",103,6500000,7.4,"R"
"Go Fish",84,15000,5.8,"R"
"Go-Between, The",118,1000000,7.3,"Missing"
"Goat on Fire and Smiling Fish",90,40000,6.3,"R"
"God's Army",108,300000,6.4,"PG"
"God's Helper",10,15000,7,"Missing"
"Godfather, The",175,6000000,9.1,"Missing"
"Godfather: Part II, The",200,13000000,8.9,"Missing"
"Godfather: Part III, The",169,54000000,7.3,"Missing"
"Gods and Generals",209,56000000,5.7,"PG-13"
"Gods and Monsters",105,3500000,7.6,"R"
"Godspell",103,1300000,6.1,"Missing"
"Godzilla",133,125000000,4.4,"Missing"
"Gog",85,250000,5,"Missing"
"Going Greek",90,198000,4.8,"R"
"Going Hollywood",78,914000,6.4,"Missing"
"Gojira",98,1000000,6.9,"Missing"
"Gojira ni-sen mireniamu",99,1000000,5.6,"PG"
"Gold Diggers of 1933",96,433000,8,"Missing"
"Gold Raiders",56,50000,5.5,"Missing"
"Gold Rush, The",82,923000,8.3,"Missing"
"Golden Bowl, The",130,15000000,6,"R"
"Golden Earrings",95,1000000,6.4,"Missing"
"GoldenEye",130,80000000,6.8,"PG-13"
"Goldfinger",112,3000000,7.8,"Missing"
"Goldilocks and the Three Bares",69,25000,2.7,"Missing"
"Goldwyn Follies, The",120,1800000,5.2,"Missing"
"Gone Fishin'",94,53000000,3.8,"PG"
"Gone in Sixty Seconds",117,90000000,5.7,"PG-13"
"Gone with the Wind",233,3900000,8.1,"Missing"
"Gong fu",99,20000000,7.9,"R"
"Good Book, The",81,9000,6.1,"Missing"
"Good Boy!",88,18000000,4.7,"PG"
"Good Burger",103,9000000,4,"PG"
"Good Earth, The",138,2800000,7.9,"Missing"
"Good Girl, The",93,5000000,6.9,"R"
"Good Man in Africa, A",94,20000000,4.6,"Missing"
"Good Morning, Vietnam",119,13000000,7.1,"Missing"
"Good Morning... and Goodbye!",80,55000,3.5,"Missing"
"Good News",93,1662718,7.1,"Missing"
"Good Will Hunting",126,10000000,7.8,"R"
"Good to Go",90,1500000,3.2,"Missing"
"Goodbye, Mr. Chips",155,9000000,6.5,"Missing"
"Goodfellas",145,25000000,8.6,"Missing"
"Goodnight Irene",14,15000,7.6,"Missing"
"Goodnite Charlie",119,100000,9.8,"Missing"
"Goonies, The",114,19000000,7.2,"Missing"
"Gory Gory Hallelujah",96,100000,6.4,"Missing"
"Gosford Park",137,15000000,7.3,"R"
"Gossip",10,1000,4.4,"Missing"
"Gothic Romance, A",32,5000,8.2,"Missing"
"Gothika",98,40000000,5.8,"R"
"Grace of My Heart",116,5000000,6.5,"R"
"Graduate, The",105,3000000,8.2,"Missing"
"Graduation Day",96,250000,3.5,"Missing"
"Grand Hotel",112,700000,7.5,"Missing"
"Grand Prix",179,9000000,6.4,"Missing"
"Grand Slam",67,164000,5.4,"Missing"
"Grand Theft Auto",84,602000,5,"Missing"
"Grandma's Boy",60,100000,7.2,"Missing"
"Granny, The",85,1000000,4.2,"R"
"Grave, The",90,4000000,5.6,"R"
"Gravesend",85,65000,5,"R"
"Graveyard Shift",89,10500000,3.8,"Missing"
"Gray's Anatomy",80,350000,7,"Missing"
"Grayson",6,17791,8.5,"Missing"
"Grease",110,6000000,6.8,"Missing"
"Great Dictator, The",124,2000000,8.4,"Missing"
"Great Escape, The",172,4000000,8.3,"Missing"
"Great Gabble, The",11,8000,9.3,"Missing"
"Great Gatsby, The",144,6500000,6.1,"Missing"
"Great Lengths",20,25000,7,"Missing"
"Great Race, The",160,12000000,6.9,"Missing"
"Great Train Robbery, The",12,0,7.4,"Missing"
"Great White Hope, The",103,6000000,6.9,"PG-13"
"Greatest Show on Earth, The",152,4000000,6.7,"Missing"
"Greatest Story Ever Told, The",225,20000000,6,"Missing"
"Green Arrow Fan Film",3,4000,6.2,"Missing"
"Green Berets, The",141,7000000,4.9,"Missing"
"Green Eyes for Anastice",93,10000,8.5,"Missing"
"Green Fields",99,8000,6.2,"Missing"
"Green Mansions",104,3000000,5,"Missing"
"Green Mile, The",188,60000000,8.1,"R"
"Greenskeeper, The",90,80000,4.7,"R"
"Greetings",88,39000,5.6,"Missing"
"Gremlins",106,11000000,6.8,"Missing"
"Gremlins 2: The New Batch",106,50000000,5.9,"Missing"
"Gretchen & the Night Danger",26,4000,7.5,"Missing"
"Grey Owl",118,30000000,5.7,"PG-13"
"Grey Zone, The",108,5000000,7.3,"R"
"Grim",86,1000000,1.6,"R"
"Grimm",110,3700000,6.2,"Missing"
"Grizzly",97,750000,3.9,"Missing"
"Groom Lake",92,750000,3.7,"Missing"
"Groove",86,500000,6,"R"
"Groove Tube, The",75,200000,5.4,"Missing"
"Grosse Pointe Blank",107,15000000,7.4,"R"
"Growin' a Beard",29,10000,8.7,"Missing"
"Grudge, The",92,10000000,5.9,"PG-13"
"Gruesome Twosome, The",72,80000,3.4,"Missing"
"Grumpier Old Men",101,25000000,6.2,"PG-13"
"Guerra de Canudos",170,6000000,7.5,"Missing"
"Guerre du feu, La",100,12500000,7.1,"Missing"
"Guess Who's Coming to Dinner",108,4000000,7.5,"Missing"
"Guest of Honor, The",15,30000,6.8,"Missing"
"Guinevere",104,2600000,6.3,"R"
"Gun Shy",101,10000000,5.4,"R"
"Guncrazy",97,800000,5.5,"Missing"
"Gunga Din",117,1910000,7.6,"Missing"
"Gunrunner, The",78,2000000,3.2,"Missing"
"Guns of Navarone, The",156,6000000,7.6,"Missing"
"Gunsmoke Ranch",53,35000,4.9,"Missing"
"Guru, The",94,11000000,5.9,"R"
"Guru, the Mad Monk",62,20000,3.2,"Missing"
"Gutter Balls",29,4000,8.3,"Missing"
"Guy Thing, A",101,20000000,5.3,"PG-13"
"Guys and Dolls",152,5500000,7.2,"Missing"
"Guyver: Dark Hero",127,900000,4.9,"Missing"
"Gypsy",143,4000000,7.1,"Missing"
"HWY: An American Pastoral",50,30000,9,"Missing"
"Habit",112,200000,5.7,"Missing"
"Hacks",93,200000,8.1,"Missing"
"Hair",121,11000000,6.8,"Missing"
"Hairshirt",89,65000,4.2,"R"
"Hairspray",92,2000000,6.6,"Missing"
"Half Past Dead",98,30000000,3.9,"PG-13"
"Halloween",101,325000,7.7,"Missing"
"Halloween 4: The Return of Michael Myers",88,5000000,5,"Missing"
"Halloween 5",96,5000000,4.2,"Missing"
"Halloween H20: 20 Years Later",85,17000000,5.3,"R"
"Halloween II",90,2500000,5.7,"Missing"
"Halloween III: Season of the Witch",96,2500000,3.6,"Missing"
"Halloween: Resurrection",89,15000000,4.3,"R"
"Halloween: The Curse of Michael Myers",88,5000000,4.2,"R"
"Hamlet",242,18000000,7.7,"Missing"
"Hand Behind the Mouse: The Ub Iwerks Story, The",90,600000,6.4,"Missing"
"Hang 'Em High",114,1800000,6.7,"Missing"
"Hangin' with the Homeboys",88,1900000,6.6,"Missing"
"Hanging Tree, The",106,1350000,7.2,"Missing"
"Hanging Up",94,40000000,4.4,"PG-13"
"Hangman's Curse",106,2000000,4.9,"PG-13"
"Hank Williams First Nation",92,300000,7.4,"Missing"
"Hannah and Her Sisters",106,6400000,7.8,"Missing"
"Hannibal",133,87000000,6.2,"R"
"Hans Christian Andersen",112,4000000,6.5,"Missing"
"Happiness",134,3000000,7.7,"Missing"
"Happy Birthday to Me",110,2250000,4.4,"Missing"
"Happy Gilmore",92,10000000,6.8,"PG-13"
"Happy Road, The",99,500000,5.4,"Missing"
"Happy, Texas",98,1700000,6.4,"PG-13"
"Hard Ball",109,21000000,6,"PG-13"
"Hard Day's Night, A",87,560000,7.7,"Missing"
"Hard Feelings",105,4000000,5.9,"Missing"
"Hard Hombre",65,60000,3.6,"Missing"
"Hard Rain",97,70000000,5.5,"R"
"Hard Target",73,15000000,5.4,"Missing"
"Hard to Handle",78,189000,6.9,"Missing"
"Hardware",93,1500000,5.2,"R"
"Hardware Wars",13,8000,7.2,"Missing"
"Harold & Kumar Go to White Castle",90,9000000,7.1,"R"
"Harold and Maude",91,1200000,7.9,"Missing"
"Harper",121,3500000,7,"Missing"
"Harpist, The",93,3000000,4.8,"Missing"
"Harriet the Spy",100,13000000,5.8,"PG"
"Harrison Macauley Is Going to Kill Me",68,50000,6,"Missing"
"Harry Potter and the Chamber of Secrets",152,100000000,7.3,"PG"
"Harry Potter and the Prisoner of Azkaban",141,130000000,7.8,"PG"
"Harry Potter and the Sorcerer's Stone",152,130000000,7.2,"PG"
"Hart's War",125,70000000,6.2,"R"
"Harvard Man",99,5500000,4.9,"R"
"Harvest of Fear",95,100000,3.6,"Missing"
"Harvey Girls, The",102,2524315,7,"Missing"
"Hatred of a Minute",83,300000,5.2,"Missing"
"Haunted Mansion, The",87,90000000,5,"PG"
"Haunting Fear",88,115000,3.7,"Missing"
"Haunting, The",112,1400000,7.6,"Missing"
"Haunting, The",112,80000000,4.6,"PG-13"
"Hav Plenty",84,650000,5.3,"R"
"Have Rocket, Will Travel",76,380000,5.6,"Missing"
"Hawaii",189,15000000,6.1,"Missing"
"He Got Game",137,25000000,6.6,"R"
"Head",110,750000,6.1,"Missing"
"Head Over Heels",86,14000000,4.9,"PG-13"
"Heads or Tails",100,17000,7.8,"Missing"
"Heart of America",87,3000000,6.1,"R"
"Heart of Me, The",96,7000000,6.2,"R"
"Heart of the North",83,400000,5.1,"Missing"
"Heartbeeps",79,10000000,4.2,"Missing"
"Heartbreakers",110,40000000,6.2,"PG-13"
"Hearts in Atlantis",101,31000000,6.7,"PG-13"
"Hearts of Fire",95,17000000,3.3,"Missing"
"Heat",188,60000000,7.9,"R"
"Heat and Sunlight",98,90000,5.1,"Missing"
"Heaven",96,11000000,7.3,"R"
"Heaven & Earth",140,33000000,6.4,"Missing"
"Heaven Knows, Mr. Allison",108,3000000,7.4,"Missing"
"Heaven's Gate",219,44000000,6.2,"Missing"
"Heaven's Prisoners",132,25000000,5.4,"R"
"Heavenly Bodies!",62,5000,1,"Missing"
"Heavenly Creatures",108,5000000,7.7,"R"
"Heavy Metal",90,9300000,6.2,"Missing"
"Heavy Metal 2000",88,15000000,5.1,"R"
"Hedwig and the Angry Inch",93,6000000,7.7,"R"
"Heiress, The",115,2600000,7.9,"Missing"
"Held Up",89,8000000,4.6,"PG-13"
"Held for Ransom",91,5000000,4.5,"Missing"
"Helix... Loaded, The",97,1000000,2.3,"R"
"Hell Is for Heroes",90,2500000,7.2,"Missing"
"Hell to Eternity",131,800000,6.8,"Missing"
"Hell's Angels",127,3950000,7.6,"Missing"
"Hell's Bloody Devils",92,150000,2.8,"Missing"
"Hell's Kitchen",95,6000000,4.5,"Missing"
"Hellboy",132,66000000,6.7,"PG-13"
"Hello, Dolly!",146,25000000,6.3,"Missing"
"Hello, Everybody!",69,2000000,4.2,"Missing"
"Hellraiser",89,1000000,6.5,"Missing"
"Hellraiser: Bloodline",86,4000000,4.2,"R"
"Help!",90,1500000,7.1,"Missing"
"Hempsters: Plant the Seed",90,250000,6.4,"Missing"
"Henry V",137,9000000,7.9,"PG-13"
"Henry: Portrait of a Serial Killer",78,111000,7.1,"Missing"
"Her Knight",29,16878,8,"Missing"
"Her Urge",15,20000,5.5,"Missing"
"Hercules",92,70000000,6.6,"Missing"
"Here Comes the Groom",113,2117000,5.2,"Missing"
"Here on Earth",93,15000000,4.8,"PG-13"
"Hero",117,42000000,6.2,"Missing"
"Heroes for Sale",71,290000,7.1,"Missing"
"Hey Arnold! The Movie",76,10000000,4.8,"PG"
"Hidalgo",136,78000000,6.6,"PG-13"
"Hidden Agenda",98,5000000,4.2,"R"
"Hidden Assassin",89,11000000,4.4,"R"
"Hide and Creep",85,20000,3.7,"Missing"
"Hide and Seek",101,30000000,5.2,"R"
"Hideaway",106,15000000,5,"Missing"
"Hideous Kinky",98,12000000,6.1,"R"
"Hideous Sun Demon, The",74,58500,3.6,"Missing"
"High Anxiety",94,3400000,6.4,"Missing"
"High Crimes",115,42000000,6.1,"PG-13"
"High Fidelity",113,20000000,7.6,"R"
"High Noon",85,750000,8.3,"Missing"
"High Sierra",100,455000,7.5,"Missing"
"High Strung",93,300000,6.2,"PG"
"High, Wide, and Handsome",110,1900000,7,"Missing"
"High-Ballin'",97,2000000,4.5,"Missing"
"Highlander",116,16000000,7.1,"R"
"Highlander II: The Quickening",92,30000000,3.4,"R"
"Highlander III: The Sorcerer",102,26000000,3.7,"PG-13"
"Highlander: Endgame",101,15000000,4.4,"R"
"Highway to Hell",94,9000000,5.3,"Missing"
"Hijo genial, Un",90,1000000,1.6,"Missing"
"Hikikomori: Tokyo Plastic",75,1150000,7,"Missing"
"Hills Have Eyes Part II, The",86,1000000,3.2,"Missing"
"Hills Have Eyes, The",86,230000,6,"Missing"
"Hillz, The",91,100000,3.1,"R"
"HipHopBattle.com: Hip Hop 4 Life",98,12000,5.7,"PG-13"
"His Majesty O'Keefe",91,1550000,5.7,"Missing"
"His People",93,93000,6.7,"Missing"
"His/Herstory",20,33000,7.6,"Missing"
"History of the World: Part I",97,11000000,6.4,"Missing"
"Hit List",87,1500000,5.1,"Missing"
"Hit and Runway",108,1200000,6.7,"R"
"Hitch",118,70000000,6.8,"Missing"
"Hitcher, The",97,6000000,6.8,"Missing"
"Hitchhiker",16,0,5.3,"Missing"
"Hitchhiker's Guide to the Galaxy, The",110,50000000,6.9,"PG"
"Hitler's Children",82,75000,6.1,"Missing"
"Hitman, The",6,1000,6.6,"Missing"
"Hocus Pocus",96,28000000,5.3,"Missing"
"Hold That Ghost",86,190000,7.1,"Missing"
"Hold Your Man",87,260000,7,"Missing"
"Holes",117,30000000,7.2,"PG"
"Holiday Inn",100,3200000,7.4,"Missing"
"Hollow Man",112,95000000,5.3,"R"
"Hollywood Boulevard",83,60000,4.9,"Missing"
"Hollywood Cavalcade",97,2000000,6.1,"Missing"
"Hollywood Chainsaw Hookers",75,23000,4.1,"Missing"
"Hollywood Ending",112,16000000,6.3,"PG-13"
"Hollywood Harry",96,120000,4,"Missing"
"Hollywood Homicide",116,75000000,5.2,"PG-13"
"Hollywood North",89,7000000,5.7,"R"
"Hollywood Shuffle",78,100000,6.7,"Missing"
"Hollywood Sign, The",90,12000000,5.3,"R"
"Hollywood's World of Flesh",72,14000,1.1,"Missing"
"Holy Man",114,60000000,4.9,"PG"
"Holy Mountain, The",114,750000,7.6,"Missing"
"Home Alone",103,15000000,6.4,"Missing"
"Home Fries",91,15000000,4.9,"PG-13"
"Home Movies",90,400000,4.6,"Missing"
"Home at the End of the World, A",96,6500000,6.5,"R"
"Home of Our Own, A",104,12000000,6.5,"Missing"
"Home on the Range",76,110000000,5.4,"PG"
"Homeless in America",30,500000,7.2,"Missing"
"Hometown Legend",108,2000000,4.6,"PG"
"Honey",94,17000000,3.9,"PG-13"
"Honey Pot, The",132,6000000,7.2,"Missing"
"Honeymoon Horror",88,50000,2.1,"Missing"
"Hong faan kui",91,7500000,6.5,"R"
"Honky Tonk Freeway",107,24000000,4.5,"Missing"
"Honorable, The",88,50000,6.8,"Missing"
"Hook",144,70000000,5.8,"Missing"
"Hoop Dreams",170,700000,7.9,"Missing"
"Hop-Along Cassidy",60,85000,7.5,"Missing"
"Hope Floats",114,30000000,5.3,"PG-13"
"Hope and Play",101,10500,6.4,"Missing"
"Hopscotch",7,1000,9.6,"Missing"
"Horror of Party Beach, The",78,120000,2.2,"Missing"
"Horse Whisperer, The",170,60000000,6.4,"PG-13"
"Horsemen, The",109,6000000,5.7,"Missing"
"Hostage",113,52000000,6.6,"Missing"
"Hot Java",12,15000,9.1,"Missing"
"Hot Touch, The",93,4700000,4.8,"Missing"
"Hot Wax Zombies On Wheels",88,160000,2.4,"Missing"
"Hotel New Hampshire, The",109,7500000,5.8,"Missing"
"Hour of the Gun",100,1800000,6.4,"Missing"
"Hours, The",114,25000000,7.6,"PG-13"
"House",93,3000000,5.5,"Missing"
"House of 1000 Corpses",88,7000000,5.1,"R"
"House of Dark Shadows",102,750000,5.7,"Missing"
"House of Mirth, The",140,10000000,6.9,"PG"
"House of Sand and Fog",126,16000000,7.8,"R"
"House of Usher",79,270000,6.8,"Missing"
"House of Wax",90,658000,6.9,"Missing"
"House of Wax",105,30000000,4.6,"R"
"House of Yes, The",85,1500000,6.5,"R"
"House of the Dead",90,7000000,2.3,"R"
"House of the Long Shadows",100,7500000,5.8,"Missing"
"House of the Spirits, The",146,40000000,6.3,"Missing"
"House on Haunted Hill",75,200000,6.6,"Missing"
"House on Haunted Hill",99,19000000,5.1,"R"
"House on Sorority Row, The",91,425000,5.2,"Missing"
"House on Turk Street, The",103,12000000,5.5,"R"
"How Green Was My Valley",118,1250000,7.9,"Missing"
"How Harry Became a Tree",99,6000000,6.7,"R"
"How High",95,12000000,4.9,"R"
"How I Saved the World",18,40000,7.2,"Missing"
"How Stella Got Her Groove Back",124,20000000,5,"R"
"How the Grinch Stole Christmas",104,123000000,5.7,"PG"
"How the West Was Won",162,14000000,6.9,"Missing"
"How to Deal",102,16000000,5.5,"PG-13"
"How to Kill Your Neighbor's Dog",107,7300000,7,"R"
"How to Live with a Vegan Without Killing Them",84,330000,5.5,"Missing"
"How to Lose a Guy in 10 Days",116,50000000,6.1,"PG-13"
"How to Steal a Million",123,6000000,7.2,"Missing"
"Howard the Duck",110,30000000,3.9,"Missing"
"Howling, The",91,1000000,6.3,"Missing"
"Hsi yen",106,1000000,7.5,"Missing"
"Hucksters, The",115,2300000,6.4,"Missing"
"Hud",112,2500000,7.9,"Missing"
"Hudson Hawk",103,65000000,5.1,"Missing"
"Hudsucker Proxy, The",111,25000000,7.4,"Missing"
"Hukkle",75,100000,7.1,"Missing"
"Hulk",138,120000000,6.1,"PG-13"
"Hummingbird",48,50000,9.2,"Missing"
"Hunchback of Notre Dame, The",98,1250000,7.4,"Missing"
"Hunchback of Notre Dame, The",91,70000000,6.5,"Missing"
"Hungry Wives",89,120000,4.6,"Missing"
"Hunt for Red October, The",134,30000000,7.6,"Missing"
"Hunter, The",97,8000000,5.8,"Missing"
"Hunting Camp",38,4000,8.1,"Missing"
"Hunting for Herschell",90,30000,1.8,"Missing"
"Hurricane",91,500000,6.6,"R"
"Hurricane, The",103,2000000,7,"Missing"
"Hurricane, The",145,38000000,7.3,"R"
"Husbands",131,1000000,7,"PG-13"
"Husbands and Wives",108,20000000,7.4,"Missing"
"Hush... Hush, Sweet Charlotte",133,1900000,7.3,"Missing"
"Husk",27,7500,3.3,"Missing"
"Hustlas",90,1000000,5.2,"Missing"
"Hustler, The",134,2000000,8.2,"Missing"
