"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"11641","Crimes and Misdemeanors",1989,104,19000000,7.9,7302,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,1,1,0,0,0
"11644","Crimes of the Future",1970,70,20000,4.7,94,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"11657","Criminal, The",1960,97,200000,6.7,70,4.5,0,4.5,4.5,4.5,4.5,34.5,24.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"11668","Crimson Pirate, The",1952,105,1850000,7.2,831,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"Missing",1,0,1,0,0,0,0
"11670","Crimson Tide",1995,116,53000000,7.1,14033,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,1,0,0,0
"11679","Crisis",1950,95,1616455,6.2,195,0,0,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"11688","Critical Care",1997,107,12000000,5.8,397,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"11692","Critters",1986,82,2000000,5.3,2219,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"11693","Critters 2: The Main Course",1988,93,4500000,4.2,1074,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"11705","Crocodile Dundee in Los Angeles",2001,92,25000000,4.7,2698,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"11706","Crocodile Hunter: Collision Course, The",2002,90,13000000,5.3,1648,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"11723","Crooklyn",1994,115,14000000,6.2,1112,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,1,0,0,0
"11728","Crop Circles: Quest for Truth",2002,115,750000,7.2,66,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,"Missing",0,0,0,0,1,0,0
"11729","Crop, The",2004,103,40000,6.6,15,24.5,0,4.5,4.5,0,14.5,4.5,0,0,44.5,"Missing",0,0,1,0,0,0,0
"11736","Cross Country",1983,95,2500000,4.6,30,4.5,4.5,14.5,14.5,4.5,34.5,14.5,4.5,4.5,0,"Missing",0,0,0,0,0,0,0
"11743","Cross of Iron",1977,119,6000000,7.3,2587,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",1,0,0,1,0,0,0
"11749","Crossfire",1947,86,250000,7.6,593,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,"Missing",0,0,0,1,0,0,0
"11761","Crossplot",1969,96,1000000,4.1,49,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,0,14.5,"PG-13",0,0,0,0,0,0,0
"11765","Crossroads",2002,93,12000000,3.1,8546,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"11774","Crow, The",1994,98,15000000,7.2,20290,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"Missing",1,0,0,0,0,0,0
"11775","Crow: City of Angels, The",1996,84,13000000,3.8,3656,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"11776","Crow: Salvation, The",2000,102,25000000,4.9,1383,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0
"11787","Cruel Intentions",1999,97,11000000,6.5,25634,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0
"11808","Crutch",2004,88,500000,6.2,12,4.5,0,0,0,0,14.5,0,14.5,0,45.5,"Missing",0,0,0,1,0,0,0
"11837","Cry of the Banshee",1970,87,500000,4.6,180,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"11843","Cry-Baby",1990,85,11000000,6,4136,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,1,0,0,1,0
"11903","Cujo",1983,93,5000000,5.4,2922,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"11912","Cultivision (Collapsing Stars)",2002,88,1000,8.4,5,0,0,0,0,0,0,44.5,0,44.5,24.5,"Missing",0,0,1,0,0,0,0
"11930","Cupid's Mistake",2001,70,0,8.1,11,14.5,0,0,0,0,0,0,0,24.5,45.5,"Missing",0,0,0,0,0,0,0
"11934","Curdled",1996,88,2309723,5.5,959,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"11946","Curiosity & the Cat",1999,80,45000,4.1,46,4.5,0,4.5,14.5,4.5,4.5,4.5,4.5,4.5,44.5,"Missing",0,0,0,0,0,0,0
"11951","Curly Sue",1991,101,30000000,4.7,2097,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,1,1,0,0,0
"11957","Curse of El Charro, The",2004,90,200000,6,29,14.5,0,4.5,0,4.5,4.5,4.5,14.5,14.5,44.5,"Missing",0,0,0,0,0,0,0
"11958","Curse of Frankenstein, The",1957,83,500000,6.8,648,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"11972","Curse of the Jade Scorpion, The",2001,103,26000000,6.8,5846,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"11973","Curse of the Living Corpse, The",1964,84,120000,3.9,40,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"11976","Curse of the Puppet Master",1998,77,250000,2.7,267,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"11977","Curse of the Queerwolf",1988,90,10000,3.5,55,24.5,4.5,0,4.5,4.5,4.5,14.5,4.5,4.5,24.5,"Missing",0,0,1,0,0,0,0
"11982","Cursed",2005,97,35000000,4.7,1277,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"11991","Curucu, Beast of the Amazon",1956,76,155000,5.6,27,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"11992","Cusp",2000,25,60000,7.3,12,0,0,0,0,0,14.5,24.5,4.5,24.5,24.5,"Missing",0,0,0,0,0,0,1
"11994","Custodial Code, The",2003,15,12000,9.7,7,0,0,0,0,0,0,0,0,24.5,74.5,"Missing",0,0,1,0,0,0,1
"12003","Cutaway",2000,104,9000000,5.1,390,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"12006","Cutthroat Island",1995,119,92000000,5.1,3942,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0
"12027","Cyborg",1989,86,2000000,3.8,2320,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"12047","Cypher",2002,95,7500000,7.2,3160,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"12067","D-Tox",2002,92,55000000,4.7,2742,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"12072","D.E.B.S.",2004,91,3500000,6,300,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG-13",1,0,1,0,0,0,0
"12076","D.I.Y. or Die: How to Survive as an Independent Artist",2002,55,5000,9.4,10,0,0,0,0,0,0,0,34.5,0,74.5,"Missing",0,0,0,0,1,0,0
"12123","Daddy Cool",2002,85,150000,5.7,17,4.5,0,14.5,4.5,4.5,14.5,4.5,14.5,14.5,24.5,"Missing",0,0,0,0,0,0,0
"12124","Daddy Day Care",2003,92,60000000,5.7,3803,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"12130","Daddy and Them",2001,101,4000000,5,364,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"12132","Daddy's Boys",1988,90,300000,2.7,6,34.5,0,0,0,34.5,14.5,14.5,0,0,0,"Missing",0,0,1,0,0,0,0
"12139","Daddy-O",1958,74,100000,2.5,158,34.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"12167","Dagon",2001,97,4800000,6,1549,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"12186","Daisy Miller",1974,91,2000000,5.5,172,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"12221","Dalton, Les",2004,86,27000000,2.7,89,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"12235","Damaged Lives",1933,61,10000,4.2,14,24.5,4.5,24.5,0,24.5,0,4.5,4.5,4.5,0,"Missing",0,0,0,1,0,0,0
"12259","Damned, The",1963,96,500000,7,130,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"12260","Damned, The",2001,90,30000,2.2,22,44.5,14.5,0,0,0,0,4.5,4.5,0,34.5,"R",0,0,0,0,0,0,0
"12262","Damsel in Distress, A",1937,98,1035000,6.9,181,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"Missing",0,0,1,0,0,1,0
"12271","Dance Lexie Dance",1996,14,75000,4,15,14.5,0,4.5,4.5,0,0,14.5,24.5,14.5,24.5,"Missing",0,0,0,0,0,0,1
"12296","Dances with Wolves",1990,236,19000000,7.8,28561,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"12303","Dancing Lady",1933,92,923055,6.4,170,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,14.5,"Missing",0,0,1,0,0,1,0
"12313","Dancing in September",2000,102,850000,6.4,166,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"12368","Dangerous Liaisons",1988,119,14000000,7.6,12559,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,1,0
"12369","Dangerous Lives of Altar Boys, The",2002,105,12000000,7.2,3274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"12373","Dangerous Money",1946,66,75000,6.2,88,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,34.5,"Missing",0,0,0,1,0,0,0
"12384","Dangerous Stranger, The",1950,10,1000,3.6,14,24.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,0,4.5,"Missing",0,0,0,1,0,0,1
"12424","Dansk sexualitet",1969,75,15000,2.4,6,14.5,14.5,0,14.5,0,0,14.5,0,0,34.5,"Missing",0,0,0,0,1,0,0
"12428","Dante's Inferno",1935,88,748900,6.6,80,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,"Missing",0,0,0,1,0,0,0
"12429","Dante's Peak",1997,104,104000000,5.6,9203,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"12440","Darcy's Off-White Wedding",2005,10,7000,9.4,5,0,0,0,0,0,0,0,0,64.5,44.5,"Missing",0,0,1,0,0,0,1
"12443","Daredevil",2003,133,75000000,5.7,20642,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"12447","Daredevils of the Red Circle",1939,211,126118,7.8,48,4.5,0,0,0,0,14.5,4.5,14.5,14.5,45.5,"Missing",1,0,0,0,0,0,0
"12455","Dark Agent and the Passing of the Torch Chapter 7, The",2004,13,10000,9.2,11,4.5,0,0,0,0,0,0,0,0,94.5,"Missing",0,0,0,0,0,0,1
"12456","Dark Alibi",1946,61,75000,7,83,0,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"Missing",0,0,0,1,0,0,0
"12462","Dark Blue",2002,118,15000000,6.6,3882,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"12467","Dark City",1998,100,27000000,7.6,23508,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"Missing",0,0,0,0,0,0,0
"12468","Dark Command",1940,94,1000000,6.4,301,4.5,4.5,4.5,4.5,14.5,14.5,34.5,24.5,4.5,4.5,"Missing",0,0,0,0,0,1,0
"12471","Dark Crystal, The",1982,93,15000000,6.9,6531,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"12479","Dark Half, The",1993,122,15000000,5.5,1757,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"12482","Dark Heaven",2002,87,80000,2.4,47,44.5,14.5,4.5,0,0,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"12493","Dark Manhattan",1937,70,24900,5.1,11,4.5,0,0,14.5,14.5,4.5,4.5,24.5,0,4.5,"Missing",0,0,0,1,0,0,0
"12514","Dark Star",1974,83,60000,6.6,3527,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"Missing",0,0,1,0,0,0,0
"12539","Darklands",1996,90,750000,4,103,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"12541","Darkman",1990,96,16000000,6.1,6130,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"12544","Darkness Falls",2003,86,11000000,4.5,4928,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"12545","Darkness Minus Twelve",2004,12,4400,8.9,8,14.5,0,0,0,0,0,0,0,0,84.5,"Missing",1,0,0,0,0,0,1
"12553","Darling Lili",1970,107,25000000,5.9,287,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"12584","Date, The",2004,12,3000,9.2,11,4.5,0,0,0,0,0,0,0,0,94.5,"Missing",0,0,0,0,0,0,1
"12600","Daughter of the Sun",1962,60,11000,1.2,9,64.5,24.5,14.5,0,0,0,0,0,0,0,"Missing",0,0,1,0,0,0,0
"12603","Daughters of Satan",1972,90,275000,3.2,77,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"12609","David & Dee",2004,18,50000,8.6,17,14.5,0,0,0,0,4.5,0,0,4.5,74.5,"Missing",0,1,1,0,0,0,1
"12616","David Nelson Live",2000,42,0,9.7,6,0,0,0,0,0,0,0,14.5,0,84.5,"Missing",0,0,1,0,0,0,1
"12618","David Searching",1997,101,22500,7.3,34,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"12637","Dawn of the Dead",1978,139,1500000,7.7,12621,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"Missing",1,0,0,1,0,0,0
"12638","Dawn of the Dead",2004,109,28000000,7.4,16283,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"12639","Dawn of the Friend",2004,22,10000,6.2,11,4.5,0,0,0,0,0,0,4.5,14.5,64.5,"Missing",0,0,1,0,0,0,1
"12647","Day After Tomorrow, The",2004,124,125000000,6.3,23749,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"12659","Day Without a Mexican, A",2004,100,1500000,5,561,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,1,0,0,0
"12669","Day of Defense",2003,102,500000,3,8,45.5,0,24.5,0,0,0,0,0,0,24.5,"PG",0,0,0,1,0,0,0
"12671","Day of Independence",2003,27,200000,2.8,11,14.5,0,4.5,4.5,0,0,4.5,0,14.5,34.5,"Missing",0,0,0,0,0,0,1
"12675","Day of the Animals",1977,97,1200000,4.2,158,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"12679","Day of the Dead",1985,97,3500000,6.5,5053,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"12680","Day of the Dolphin, The",1973,104,8500000,5.6,397,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"12682","Day of the Fight",1951,16,3900,6.1,272,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,24.5,"Missing",0,0,0,0,1,0,1
"12694","Day the Earth Stood Still, The",1951,85,960000,8.1,10148,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,1,0,0,0
"12700","Day the World Ended",1956,79,96000,4.7,241,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"12713","Dayereh",2000,90,10000,7.1,755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"12715","Daylight",1996,110,80000000,5.4,6979,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"12722","Days of Thunder",1990,107,60000000,5.4,9660,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",1,0,0,1,0,1,0
"12752","Dead & Buried",1981,94,3000000,6.1,614,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"12755","Dead Babies",2000,100,1000000,4.3,172,14.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"12775","Dead End",1937,93,900000,7.5,750,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"12778","Dead End Road",2004,94,100000,5.8,5,0,24.5,0,24.5,0,24.5,0,24.5,24.5,0,"Missing",1,0,0,0,0,0,0
"12783","Dead Hate the Living!, The",2000,90,150000,4.3,496,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"12785","Dead Heat",1988,86,5000000,4.8,470,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",1,0,1,0,0,0,0
"12787","Dead Heat on a Merry-Go-Round",1966,104,2000000,6,167,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,1,0,0,0
"12793","Dead Man",1995,120,9000000,7.6,10097,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"Missing",0,0,0,0,0,0,0
"12795","Dead Man Walking",1995,122,11000000,7.6,16177,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"12796","Dead Man on Campus",1998,96,14000000,5.4,2829,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"12797","Dead Man's Curve",1998,90,1000000,5.7,1241,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"12809","Dead Next Door, The",1988,84,75000,4.8,275,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"12817","Dead Poets Society",1989,128,16400000,7.7,43294,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"12819","Dead Presidents",1995,119,15000000,6.3,2641,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"12821","Dead Ringer",1964,115,1200000,6.8,430,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"12828","Dead Soul: A Fairy Tale",2001,30,8000,5,6,45.5,0,0,0,0,0,0,14.5,14.5,14.5,"Missing",0,0,0,1,0,0,1
"12834","Dead Zone, The",1983,103,10000000,7.2,6338,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"12840","Dead of Night",1974,88,235000,6,206,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"12855","Deadfall",2000,86,13000,5.4,26,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"Missing",0,0,0,0,0,0,0
"12873","Deadly Blessing",1981,100,2500000,4.5,308,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"12894","Deadly Harvest",1977,87,250000,5,35,4.5,4.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"12916","Deadly Stingers",2003,73,150000,5.5,15,24.5,0,0,0,4.5,24.5,0,4.5,4.5,34.5,"Missing",1,0,1,0,0,0,0
"12967","Death 4 Told",2004,96,85000,1.7,45,24.5,14.5,4.5,0,4.5,0,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"12969","Death Becomes Her",1992,99,55000000,5.6,9887,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"12970","Death Bed: The Bed That Eats",1977,80,30000,6.1,55,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"Missing",0,0,1,0,0,0,0
"13000","Death Race 2000",1975,79,300000,5.8,2909,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"Missing",1,0,0,0,0,0,0
"13024","Death and the Compass",1992,96,3500000,6,115,4.5,4.5,4.5,4.5,4.5,24.5,4.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"13036","Death of Daniel Whately, The",2004,111,5000,6.6,5,24.5,0,0,0,0,24.5,24.5,0,24.5,24.5,"Missing",0,0,0,1,0,0,0
"13051","Death to Smoochy",2002,109,55000000,6.3,8003,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"13053","Death, Can I Buy You a Drink?",2004,22,50000,8.9,15,0,0,0,0,0,0,0,24.5,45.5,24.5,"Missing",0,0,0,1,0,0,1
"13062","Deathrow Gameshow",1987,83,200000,3.8,57,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,24.5,"Missing",0,0,1,0,0,0,0
"13077","Debtors, The",1999,90,14000000,6.9,38,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"Missing",0,0,1,0,0,0,0
"13090","Decay",1998,80,15000,6.5,8,34.5,0,0,0,0,14.5,0,0,24.5,24.5,"Missing",1,0,0,1,0,0,0
"13099","Decision",1995,90,5000,8,6,14.5,0,0,0,0,0,14.5,0,0,64.5,"Missing",0,0,0,0,0,0,0
"13109","Decline of Western Civilization Part II: The Metal Years, The",1988,93,500000,6.6,297,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,0,1,0,0
"13111","Decline of Western Civilization, The",1981,100,100000,7.3,296,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"Missing",0,0,0,0,1,0,0
"13114","Deconstructing Harry",1997,96,20000000,7.1,7342,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"13117","Decoys",2004,95,5000000,4.2,580,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"13124","Deep Blue",2003,91,5000000,7.2,363,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"Missing",0,0,0,0,1,0,0
"13125","Deep Blue Sea",1999,105,78000000,5.5,17666,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"13135","Deep End of the Ocean, The",1999,106,40000000,5.9,2890,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"13136","Deep End, The",2001,101,3000000,6.8,3524,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"13138","Deep Impact",1998,120,75000000,5.9,22684,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"13142","Deep Rising",1998,97,45000000,5.4,4626,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"13146","Deep Throat",1972,67,22000,5.1,1097,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"Missing",0,0,0,0,0,0,0
"13152","Deep, The",1977,123,9000000,5.8,1565,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"13155","Deer Hunter, The",1978,183,15000000,8.1,28210,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,1,0,0,0
"13162","Defender, The",2004,90,6000000,6.3,58,14.5,4.5,4.5,4.5,0,14.5,4.5,14.5,14.5,34.5,"R",1,0,0,0,0,0,0
"13172","Defilers, The",1965,69,11000,4.8,49,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"13174","Defining Reason",2003,5,2000,8.3,6,0,0,0,0,14.5,0,0,34.5,14.5,34.5,"Missing",0,0,0,0,0,0,1
"13187","Delayed",2002,103,20000,2.6,18,24.5,4.5,4.5,14.5,0,0,4.5,0,34.5,14.5,"Missing",0,0,1,1,0,0,0
"13197","Delicate Delinquent, The",1957,101,460000,5.9,161,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"13204","Delinquents, The",1957,72,65000,4.8,33,4.5,4.5,4.5,14.5,14.5,34.5,14.5,0,4.5,4.5,"Missing",0,0,0,1,0,0,0
"13221","Deliverance",1972,109,2000000,7.8,14417,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
